City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
297,Tuy Hoa,VN,2022-07-31 16:06:54,13.0833,109.3,78.82,89,100,4.85
298,Praia,CV,2022-07-31 16:06:52,14.9215,-23.5087,82.94,61,75,6.91
299,Lagoa,PT,2022-07-31 16:06:54,39.05,-27.9833,72.97,71,1,4.61
300,Ungheni,MD,2022-07-31 16:06:55,47.2042,27.7958,70.95,83,40,8.05
301,Moree,AU,2022-07-31 16:06:55,-29.4667,149.85,55.89,70,100,17.38
302,Muros,ES,2022-07-31 16:06:56,42.7762,-9.0603,98.69,42,0,15.01
303,Pitimbu,BR,2022-07-31 16:06:56,-7.4706,-34.8086,82.99,76,49,14.88
304,Kieta,PG,2022-07-31 16:06:56,-6.2167,155.6333,78.53,83,77,5.97
305,Tamandare,BR,2022-07-31 16:06:57,-8.7597,-35.1047,80.06,71,31,10.58
306,Jackson,US,2022-07-31 16:02:40,42.4165,-122.8345,80.74,58,20,1.01
307,Chilca,PE,2022-07-31 16:06:57,-12.5211,-76.7372,62.53,77,94,7.29
308,Pestovo,RU,2022-07-31 16:06:58,58.5938,35.8024,64.6,61,93,2.01
309,Inhambane,MZ,2022-07-31 16:06:58,-23.865,35.3833,69.39,74,0,8.28
310,Sioux Lookout,CA,2022-07-31 16:06:58,50.1001,-91.917,69.66,74,100,5.1
311,Beringovskiy,RU,2022-07-31 16:06:59,63.05,179.3167,48.51,74,95,2.86
312,Saldanha,ZA,2022-07-31 16:02:01,-33.0117,17.9442,54.88,62,1,18.88
313,Saint-Pierre,RE,2022-07-31 16:06:59,-21.3393,55.4781,70.92,77,20,6.91
314,Ancud,CL,2022-07-31 16:06:59,-41.8697,-73.8203,44.22,75,100,3.53
315,Kangaatsiaq,GL,2022-07-31 16:07:00,68.3065,-53.4641,40.44,95,42,11.81
316,Khuzdar,PK,2022-07-31 16:07:00,27.7384,66.6434,82.8,62,100,5.95
317,Fort Wellington,GY,2022-07-31 16:07:01,6.4,-57.6,85.1,66,15,7.16
318,Necochea,AR,2022-07-31 16:07:01,-38.5473,-58.7368,58.96,59,100,4.9
319,Mayo,US,2022-07-31 16:07:01,38.8876,-76.5119,89.11,67,0,10.36
320,Verkhoyansk,RU,2022-07-31 16:07:02,67.5447,133.385,68.58,76,81,2.68
321,Victoria,HK,2022-07-31 16:04:42,22.2855,114.1577,87.85,78,1,8.99
322,Buriti Alegre,BR,2022-07-31 16:07:02,-18.14,-49.0403,85.86,23,1,3.87
323,Noshiro,JP,2022-07-31 16:07:03,40.2039,140.0242,74.71,88,65,4.56
324,Tura,IN,2022-07-31 16:07:03,25.5198,90.2201,73.58,95,100,3.67
325,Jiazi,CN,2022-07-31 16:07:04,22.8779,116.067,82.36,83,8,8.3
326,Antofagasta,CL,2022-07-31 16:03:26,-23.65,-70.4,58.28,68,34,10.0
327,Hambantota,LK,2022-07-31 16:06:17,6.1241,81.1185,77.34,100,40,10.36
328,Bangassou,CF,2022-07-31 16:08:05,4.7413,22.8184,71.64,93,99,2.91
329,Tarko-Sale,RU,2022-07-31 16:08:05,64.9225,77.785,55.0,60,0,10.22
330,West Helena,US,2022-07-31 16:08:06,34.5507,-90.6418,80.28,79,93,8.41
331,Kontagora,NG,2022-07-31 16:08:06,10.3999,5.4695,81.75,68,83,1.63
332,Mwene-Ditu,CD,2022-07-31 16:08:07,-7.0,23.45,84.16,29,54,1.41
333,Sawtell,AU,2022-07-31 16:08:07,-30.3833,153.1,60.82,67,75,12.66
334,Jacareacanga,BR,2022-07-31 16:08:07,-6.2222,-57.7528,95.52,35,100,3.24
335,Bilma,NE,2022-07-31 16:08:08,18.6853,12.9164,97.29,28,77,11.63
336,Maceio,BR,2022-07-31 16:08:08,-9.6658,-35.7353,85.44,61,40,13.8
337,Port Lincoln,AU,2022-07-31 16:08:09,-34.7333,135.8667,51.46,78,6,11.56
338,San Vicente,AR,2022-07-31 16:08:09,-26.6167,-54.1333,70.75,26,0,5.03
339,Vostok,RU,2022-07-31 16:08:09,46.4856,135.8833,64.04,95,99,3.06
340,Vangaindrano,MG,2022-07-31 16:08:10,-23.35,47.6,67.59,88,2,7.14
341,Wadi Musa,JO,2022-07-31 16:08:10,30.3222,35.4793,80.58,29,11,9.64
342,Sinnamary,GF,2022-07-31 16:08:11,5.3833,-52.95,82.78,76,22,7.25
343,La Ronge,CA,2022-07-31 16:08:11,55.1001,-105.2842,59.9,67,98,3.56
344,Atasu,KZ,2022-07-31 16:07:42,48.6814,71.6433,65.44,60,47,6.64
345,Chambery,FR,2022-07-31 16:08:12,45.5667,5.9333,91.74,36,0,5.75
346,Okhotsk,RU,2022-07-31 16:08:12,59.3833,143.3,57.38,92,100,7.94
347,East London,ZA,2022-07-31 16:08:12,-33.0153,27.9116,60.53,56,62,16.22
348,Sampit,ID,2022-07-31 16:08:13,-2.5333,112.95,73.02,97,100,2.13
349,Narsaq,GL,2022-07-31 16:08:13,60.9167,-46.05,55.62,69,91,4.81
350,Haines Junction,CA,2022-07-31 16:08:13,60.7522,-137.5108,54.46,86,83,1.66
351,Longjiang,CN,2022-07-31 16:08:14,47.3303,123.1836,73.67,84,76,7.14
352,Mbuji-Mayi,CD,2022-07-31 16:08:14,-6.15,23.6,89.06,29,52,2.39
353,San Policarpo,PH,2022-07-31 16:08:15,12.1791,125.5072,82.4,78,100,11.07
354,Yulara,AU,2022-07-31 16:08:15,-25.2406,130.9889,50.18,37,1,7.29
355,Cayenne,GF,2022-07-31 16:08:15,4.9333,-52.3333,89.64,10,20,9.22
356,Tecoanapa,MX,2022-07-31 16:08:16,16.5167,-98.75,85.23,64,100,3.13
357,Gopalur,IN,2022-07-31 16:08:16,16.6167,77.8,81.64,72,100,6.49
358,Puerto Del Rosario,ES,2022-07-31 16:08:17,28.5004,-13.8627,78.55,78,20,17.27
359,Vao,NC,2022-07-31 16:08:17,-22.6667,167.4833,69.15,77,99,23.91
360,Baherden,TM,2022-07-31 16:08:17,38.4362,57.4316,95.09,25,39,9.6
361,Sydney,AU,2022-07-31 16:06:30,-33.8679,151.2073,59.72,62,0,10.36
362,Olafsvik,IS,2022-07-31 16:08:18,64.8945,-23.7142,49.96,72,74,12.84
363,Marsa Matruh,EG,2022-07-31 16:08:18,31.3525,27.2453,82.72,67,4,14.7
364,Scottsbluff,US,2022-07-31 16:08:19,41.8666,-103.6672,84.78,38,0,0.0
365,Souillac,MU,2022-07-31 16:08:19,-20.5167,57.5167,70.48,72,28,15.28
366,Chicama,PE,2022-07-31 16:08:20,-7.8447,-79.1469,61.34,69,71,5.59
367,Beloha,MG,2022-07-31 16:08:20,-25.1667,45.05,69.12,77,21,7.58
368,Isiro,CD,2022-07-31 16:08:21,2.7739,27.616,69.33,97,56,3.04
369,Bombay,IN,2022-07-31 16:06:20,19.0144,72.8479,84.18,79,40,9.22
370,Pilar,BR,2022-07-31 16:03:58,-9.5972,-35.9567,84.13,72,47,9.55
371,Matara,LK,2022-07-31 16:08:21,5.9485,80.5353,78.24,89,100,12.82
372,Lichtenburg,ZA,2022-07-31 16:04:34,-26.152,26.1597,62.19,25,85,4.9
373,Champerico,GT,2022-07-31 16:08:23,14.3,-91.9167,82.18,78,92,2.98
374,Berlevag,NO,2022-07-31 16:09:23,70.8578,29.0864,60.8,88,100,6.91
375,Poum,NC,2022-07-31 16:04:34,-20.2333,164.0167,71.01,75,100,8.03
376,Rocha,UY,2022-07-31 16:07:26,-34.4833,-54.3333,61.18,58,88,3.42
377,Simbahan,PH,2022-07-31 16:09:24,6.3032,120.5836,81.79,78,87,11.12
378,Coquimbo,CL,2022-07-31 16:09:24,-29.9533,-71.3436,56.93,71,75,4.61
379,Sierra Vista,US,2022-07-31 16:07:06,31.5545,-110.3037,79.11,65,0,3.44
380,Sistranda,NO,2022-07-31 16:09:25,63.7256,8.834,53.56,82,99,7.09
381,Camabatela,AO,2022-07-31 16:08:22,-8.1881,15.375,78.94,26,0,6.96
382,Iberia,US,2022-07-31 16:09:25,29.9502,-91.7507,89.06,62,20,6.91
383,Fonte Boa,BR,2022-07-31 16:09:25,-2.4959,-66.2662,88.81,53,16,3.65
384,Coihaique,CL,2022-07-31 16:09:26,-45.5752,-72.0662,39.15,70,0,6.91
385,Mayskiy,RU,2022-07-31 16:09:26,47.6931,40.1025,90.81,31,86,13.44
386,Southbridge,US,2022-07-31 16:09:27,42.0751,-72.0334,84.94,60,26,1.01
387,Qandala,SO,2022-07-31 16:09:27,11.472,49.8728,87.76,59,100,2.68
388,Banda Aceh,ID,2022-07-31 16:09:27,5.5577,95.3222,80.15,79,27,10.25
389,San Jose,US,2022-07-31 16:05:55,37.3394,-121.895,68.54,81,100,0.0
390,Alofi,NU,2022-07-31 16:09:28,-19.0595,-169.9187,77.25,80,7,19.57
391,Coahuayana,MX,2022-07-31 16:09:28,18.7333,-103.6833,87.87,57,79,1.25
392,Carnarvon,AU,2022-07-31 16:09:28,-24.8667,113.6333,69.49,49,100,7.49
393,San Cristobal,VE,2022-07-31 16:05:48,7.7669,-72.225,80.78,53,54,7.25
394,Mezen,RU,2022-07-31 16:09:29,65.8522,44.24,68.11,71,86,7.23
395,Yenagoa,NG,2022-07-31 16:09:29,4.9247,6.2642,78.24,81,100,10.8
396,Hay River,CA,2022-07-31 16:09:30,60.8156,-115.7999,58.46,67,2,2.04
397,Sur,OM,2022-07-31 16:09:30,22.5667,59.5289,90.3,58,47,7.58
398,Romanovo,RU,2022-07-31 16:09:30,52.6182,81.2271,64.33,84,79,5.95
399,Pochutla,MX,2022-07-31 16:09:31,15.7432,-96.4661,88.83,60,48,2.98
400,Ishim,RU,2022-07-31 16:09:31,56.1128,69.4902,64.38,90,70,7.72
401,Dalvik,IS,2022-07-31 16:09:31,65.9702,-18.5286,42.75,95,100,7.31
402,Los Llanos De Aridane,ES,2022-07-31 16:09:32,28.6585,-17.9182,75.13,79,75,13.8
403,Lagos,NG,2022-07-31 16:09:32,6.5833,3.75,79.54,76,98,10.94
404,Taltal,CL,2022-07-31 16:09:32,-25.4,-70.4833,63.07,69,1,7.0
405,Sao Paulo De Olivenca,BR,2022-07-31 16:09:33,-3.3783,-68.8725,90.16,52,34,2.84
406,Petropavlovsk-Kamchatskiy,RU,2022-07-31 16:09:33,53.0452,158.6483,51.78,100,100,4.92
407,Tecolutla,MX,2022-07-31 16:09:33,20.4833,-97.0167,87.66,62,10,8.23
408,Usinsk,RU,2022-07-31 16:09:34,65.9939,57.5281,67.24,63,69,6.53
409,Charters Towers,AU,2022-07-31 16:09:34,-20.1,146.2667,57.06,94,95,7.83
410,Tambura,SS,2022-07-31 16:09:34,5.6,27.4667,70.39,94,71,5.77
411,Basco,PH,2022-07-31 16:09:35,20.4487,121.9702,82.35,83,100,8.21
412,Dubbo,AU,2022-07-31 16:09:35,-32.25,148.6167,55.53,71,100,19.57
413,Chahal,GT,2022-07-31 16:09:35,15.75,-89.5667,74.3,98,100,1.1
414,Hohhot,CN,2022-07-31 16:09:36,40.8106,111.6522,77.11,44,26,4.5
415,Dwarka,IN,2022-07-31 16:09:36,22.2394,68.9678,81.82,81,87,16.93
416,San Quintin,MX,2022-07-31 16:09:36,30.4833,-115.95,73.98,63,12,5.55
417,Opunake,NZ,2022-07-31 16:09:37,-39.4556,173.8583,48.11,69,19,17.78
418,Ziarat,PK,2022-07-31 16:09:37,30.3823,67.7282,67.1,72,76,4.34
419,Bom Jesus,BR,2022-07-31 16:09:37,-9.0744,-44.3586,91.15,35,55,4.9
420,Menongue,AO,2022-07-31 16:09:38,-14.6585,17.691,78.89,18,23,3.62
421,Shestakovo,RU,2022-07-31 16:09:38,56.4915,103.96,62.01,99,60,3.24
422,Viedma,AR,2022-07-31 16:10:39,-40.8135,-62.9967,56.66,44,32,6.96
423,Morant Bay,JM,2022-07-31 16:10:39,17.8815,-76.4093,95.7,68,3,15.21
424,Burnie,AU,2022-07-31 16:10:39,-41.0667,145.9167,48.94,93,87,19.15
425,Kiunga,PG,2022-07-31 16:10:40,-6.1219,141.2906,73.38,99,53,2.01
426,Luau,AO,2022-07-31 16:05:46,-10.7073,22.2247,81.39,16,0,2.95
427,Niltepec,MX,2022-07-31 16:10:40,16.5667,-94.6167,87.3,58,35,9.42
428,Nakamura,JP,2022-07-31 16:10:40,32.9833,132.9333,77.29,97,98,3.29
429,Kofele,ET,2022-07-31 16:10:41,7.0667,38.7833,52.83,89,97,8.1
430,Pevek,RU,2022-07-31 16:10:41,69.7008,170.3133,45.55,67,4,8.81
431,Port-Cartier,CA,2022-07-31 16:10:41,50.0334,-66.8654,71.74,46,90,9.95
432,Jumla,NP,2022-07-31 16:10:42,29.2747,82.1838,63.3,97,100,0.43
433,Tomatlan,MX,2022-07-31 16:10:42,19.9333,-105.25,86.59,60,97,0.25
434,Eregli,TR,2022-07-31 16:10:43,37.5133,34.0467,88.18,15,0,12.35
435,Braine-Le-Comte,BE,2022-07-31 16:10:43,50.6082,4.1434,76.08,62,96,5.99
436,Mao,ES,2022-07-31 16:10:43,39.8885,4.2658,88.36,40,20,11.5
437,Nishihara,JP,2022-07-31 16:10:44,26.1842,127.7558,81.68,89,20,10.36
438,San Carlos De Bariloche,AR,2022-07-31 16:10:44,-41.1456,-71.3082,46.24,81,75,3.44
439,Sinegorye,RU,2022-07-31 16:10:45,62.0788,150.477,50.11,90,65,7.11
440,Tuatapere,NZ,2022-07-31 16:10:45,-46.1333,167.6833,36.45,90,23,5.77
441,Inyonga,TZ,2022-07-31 16:10:45,-6.7167,32.0667,77.07,40,95,3.0
442,Wanaka,NZ,2022-07-31 16:10:46,-44.7,169.15,29.17,80,3,4.63
443,Lazaro Cardenas,MX,2022-07-31 16:10:46,17.9583,-102.2,85.37,63,84,1.61
444,Marienburg,PL,2022-07-31 16:10:46,54.0359,19.0266,70.57,82,100,10.71
445,Rancho Palos Verdes,US,2022-07-31 16:10:47,33.7445,-118.387,80.42,81,12,5.01
446,Sete,FR,2022-07-31 16:10:47,43.4018,3.6966,100.44,42,0,12.88
447,Olga,RU,2022-07-31 16:10:47,43.7444,135.2892,65.98,97,100,8.28
448,Birin,NP,2022-07-31 16:10:48,26.8865,88.0718,64.33,97,100,1.48
449,Boulder,US,2022-07-31 16:10:01,40.0833,-105.3505,80.49,38,0,5.75
450,Geraldton,AU,2022-07-31 16:10:48,-28.7667,114.6,55.81,76,40,11.5
451,Panguipulli,CL,2022-07-31 16:10:49,-39.6333,-72.3333,53.1,68,98,1.7
452,Fortuna,US,2022-07-31 16:10:49,40.5982,-124.1573,62.65,92,100,0.0
453,Nizhniy Tsasuchey,RU,2022-07-31 16:10:50,50.5167,115.1333,67.64,55,39,7.27
454,Kondinskoye,RU,2022-07-31 16:10:50,59.6481,67.41,63.28,50,100,9.64
455,Wanning,CN,2022-07-31 16:10:50,18.8003,110.3967,82.02,80,5,5.84
456,Taoudenni,ML,2022-07-31 16:10:51,22.6783,-3.9836,112.82,10,52,8.41
457,Turinsk,RU,2022-07-31 16:10:51,58.0458,63.696,62.74,95,94,6.06
458,Shetpe,KZ,2022-07-31 16:10:51,44.1667,52.1167,88.18,22,3,16.4
459,Tono,JP,2022-07-31 16:10:52,39.3167,141.5333,71.69,88,15,3.15
460,Suf,JO,2022-07-31 16:10:52,32.3137,35.8371,83.52,39,5,10.65
461,Lompoc,US,2022-07-31 16:10:52,34.6391,-120.4579,72.01,86,0,4.61
462,Miranda,CO,2022-07-31 16:10:53,3.2499,-76.2281,82.65,66,91,4.52
463,Luganville,VU,2022-07-31 16:10:53,-15.5333,167.1667,77.07,86,100,7.34
464,High Prairie,CA,2022-07-31 16:10:13,55.4334,-116.4858,63.9,63,100,9.4
465,Ranot,TH,2022-07-31 16:10:54,7.7777,100.3213,81.79,79,100,9.86
466,Vilhena,BR,2022-07-31 16:10:54,-12.7406,-60.1458,89.13,22,0,5.48
467,Lorengau,PG,2022-07-31 16:11:54,-2.0226,147.2712,81.37,78,44,7.14
468,Fairview,US,2022-07-31 16:11:55,40.8126,-73.999,87.24,45,0,10.36
469,Swift Current,CA,2022-07-31 16:11:55,50.2834,-107.8014,73.89,55,10,1.83
470,Agadez,NE,2022-07-31 16:11:55,19.75,10.25,105.15,11,36,9.4
471,Fare,PF,2022-07-31 16:11:56,-16.7,-151.0167,77.22,75,20,26.73
472,Alamogordo,US,2022-07-31 16:11:56,32.8995,-105.9603,88.57,48,0,6.91
473,Nuuk,GL,2022-07-31 16:11:56,64.1835,-51.7216,48.81,76,20,8.05
474,Gigmoto,PH,2022-07-31 16:11:57,13.7796,124.39,81.19,84,100,6.62
475,Teahupoo,PF,2022-07-31 16:11:57,-17.8333,-149.2667,67.53,69,81,27.56
476,Naryan-Mar,RU,2022-07-31 16:11:57,67.6713,53.087,70.18,56,57,13.58
477,Tautira,PF,2022-07-31 16:11:58,-17.7333,-149.15,77.07,70,81,26.89
478,Homer,US,2022-07-31 16:09:27,59.6425,-151.5483,56.77,95,75,3.44
479,Porto Novo,BJ,2022-07-31 16:09:36,6.4965,2.6036,77.83,76,96,13.27
480,Saint-Joseph,RE,2022-07-31 16:11:58,-21.3667,55.6167,68.38,79,27,12.5
481,Nhulunbuy,AU,2022-07-31 16:11:59,-12.2333,136.7667,74.01,94,75,5.75
482,Bonthe,SL,2022-07-31 16:11:59,7.5264,-12.505,79.2,70,90,11.59
483,Dehloran,IR,2022-07-31 16:11:59,32.6941,47.2679,106.12,7,1,9.69
484,Teluk Nibung,ID,2022-07-31 16:12:00,3.001,99.8164,78.98,88,94,2.93
485,Khor,RU,2022-07-31 16:12:00,47.8861,134.9464,69.37,95,0,4.9
486,Padang,ID,2022-07-31 16:12:00,-0.9492,100.3543,78.37,87,67,2.93
487,Jieshi,CN,2022-07-31 16:12:01,22.8134,115.8257,83.53,82,10,8.86
488,Eyl,SO,2022-07-31 16:12:01,7.9803,49.8164,76.91,78,14,26.4
489,Xuanhua,CN,2022-07-31 16:12:02,40.6103,115.0447,76.1,76,31,6.02
490,Oranjemund,NA,2022-07-31 16:12:02,-28.55,16.4333,55.22,74,2,26.02
491,Aksu,CN,2022-07-31 16:12:02,41.1231,80.2644,77.59,39,29,13.38
492,Simao,CN,2022-07-31 16:12:03,22.7886,100.9748,66.45,98,100,1.03
493,Clyde River,CA,2022-07-31 16:12:03,70.4692,-68.5914,33.62,96,100,1.68
494,Izumo,JP,2022-07-31 16:12:04,35.3667,132.7667,80.92,76,100,5.41
495,Biak,ID,2022-07-31 16:12:04,-0.9131,122.8766,75.43,86,95,2.8
496,Maragogi,BR,2022-07-31 16:12:05,-9.0122,-35.2225,79.92,70,43,11.36
497,Dongsheng,CN,2022-07-31 16:12:05,39.8161,109.9776,75.85,48,48,10.04
498,Lascahobas,HT,2022-07-31 16:12:05,18.8294,-71.9364,92.84,45,79,3.83
499,Samana,DO,2022-07-31 16:12:06,19.2056,-69.3369,89.82,70,20,13.8
500,Yar-Sale,RU,2022-07-31 16:12:06,66.8333,70.8333,52.25,71,67,3.38
501,Tahta,EG,2022-07-31 16:12:07,26.7693,31.5021,99.3,13,56,14.09
502,Moerai,PF,2022-07-31 16:12:07,-22.4333,-151.3333,72.5,66,54,19.15
503,Mount Isa,AU,2022-07-31 16:12:08,-20.7333,139.5,51.57,54,24,0.0
504,Balykshi,KZ,2022-07-31 16:12:08,47.0667,51.8667,87.8,33,0,11.18
505,Aljezur,PT,2022-07-31 16:12:08,37.3191,-8.8033,81.01,53,4,7.38
506,Anadyr,RU,2022-07-31 16:12:09,64.75,177.4833,46.49,81,100,2.06
507,Mount Gambier,AU,2022-07-31 16:12:11,-37.8333,140.7667,44.1,91,48,7.16
508,Kudahuvadhoo,MV,2022-07-31 16:12:11,2.6708,72.8944,78.1,85,100,29.75
509,Moctezuma,MX,2022-07-31 16:12:11,29.8,-109.6667,79.86,67,67,5.91
510,Provideniya,RU,2022-07-31 16:12:12,64.3833,-173.3,46.67,85,8,4.18
511,Santa Cruz De La Palma,ES,2022-07-31 16:12:12,28.6835,-17.7642,79.14,69,75,13.8
512,Delta,NG,2022-07-31 16:12:13,5.5,6.0,79.29,78,100,8.9
513,Altar,MX,2022-07-31 16:13:13,30.7,-111.8167,84.96,57,23,4.65
514,Baikunthpur,IN,2022-07-31 16:13:14,23.25,82.55,79.75,76,100,3.2
515,Oriximina,BR,2022-07-31 16:13:14,-1.7656,-55.8661,87.98,56,56,3.38
516,Bibiani,GH,2022-07-31 16:13:15,6.4635,-2.3194,77.36,84,94,4.81
517,Leninskoye,KZ,2022-07-31 16:13:15,41.7589,69.3864,75.34,33,0,7.45
518,Kaka,TM,2022-07-31 16:13:15,37.3482,59.6143,92.88,22,3,4.81
519,Mandalgovi,MN,2022-07-31 16:13:16,45.7625,106.2708,70.48,43,30,11.54
520,Vila Velha,BR,2022-07-31 16:13:16,-20.3297,-40.2925,75.15,68,0,16.11
521,Bintulu,MY,2022-07-31 16:13:17,3.1667,113.0333,75.51,89,100,8.16
522,Qasigiannguit,GL,2022-07-31 16:13:17,68.8193,-51.1922,45.99,69,46,4.76
523,Raahe,FI,2022-07-31 16:13:18,64.6833,24.4833,60.89,68,82,4.7
524,Cap Malheureux,MU,2022-07-31 16:13:18,-19.9842,57.6142,71.47,69,15,5.01
525,Bethel,US,2022-07-31 16:09:03,41.3712,-73.414,83.19,56,0,8.05
526,Eureka,US,2022-07-31 16:12:52,40.8021,-124.1637,62.92,83,94,3.76
527,Igbaras,PH,2022-07-31 16:13:19,10.7157,122.2657,78.67,84,100,3.2
528,Itoman,JP,2022-07-31 16:13:20,26.1247,127.6694,82.42,89,20,10.36
529,Moron,AR,2022-07-31 16:13:20,-34.6534,-58.6198,64.94,62,100,4.56
530,La Paz,BO,2022-07-31 16:13:20,-16.5,-68.15,64.38,12,0,5.75
531,Yuza,JP,2022-07-31 16:13:21,39.0,139.9167,77.43,80,45,2.66
532,Casian,PH,2022-07-31 16:13:21,11.035,119.7136,79.68,82,100,2.93
533,Tucuman,AR,2022-07-31 16:13:21,-26.8241,-65.2226,71.6,33,0,9.22
534,Boyolangu,ID,2022-07-31 16:13:22,-8.1181,111.8935,71.29,89,40,0.54
535,Guararapes,BR,2022-07-31 16:13:22,-21.2608,-50.6428,85.86,19,0,4.12
536,Beisfjord,NO,2022-07-31 16:13:23,68.3751,17.5988,71.04,53,88,7.31
537,Ekhabi,RU,2022-07-31 16:13:23,53.5102,142.9671,52.52,91,39,11.39
538,Thayetmyo,MM,2022-07-31 16:13:23,19.3167,95.1833,81.68,78,100,4.68
539,Haimen,CN,2022-07-31 16:13:24,23.1935,116.6142,82.6,85,2,8.95
540,Boa Vista,BR,2022-07-31 16:10:36,2.8197,-60.6733,87.78,62,75,5.75
541,Talnakh,RU,2022-07-31 16:13:24,69.4865,88.3972,47.21,64,10,17.09
542,Senno,RU,2022-07-31 16:13:25,59.5336,33.9167,64.26,77,96,3.65
543,Vryburg,ZA,2022-07-31 16:13:25,-26.9566,24.7284,57.74,26,88,9.48
544,Digras,IN,2022-07-31 16:13:25,20.1167,77.7167,81.14,75,100,6.2
545,Codrington,AU,2022-07-31 16:13:26,-38.2667,141.9667,46.54,92,96,13.33
546,Pangnirtung,CA,2022-07-31 16:13:26,66.1451,-65.7125,48.34,77,100,4.9
547,Novoagansk,RU,2022-07-31 16:13:27,61.9449,76.6625,57.92,58,100,12.88
548,Garissa,KE,2022-07-31 16:13:27,-0.4536,39.6401,83.41,48,93,22.17
549,Toba Tek Singh,PK,2022-07-31 16:11:31,30.9743,72.4827,86.76,74,95,7.85
550,Limanowa,PL,2022-07-31 16:13:27,49.7059,20.422,59.5,96,100,8.32
551,Fort Nelson,CA,2022-07-31 16:13:28,58.8053,-122.7002,60.39,77,96,3.8
552,Grand Gaube,MU,2022-07-31 16:13:28,-20.0064,57.6608,71.38,69,18,5.01
553,Nizwa,OM,2022-07-31 16:13:14,22.9333,57.5333,82.22,71,99,13.82
554,Parana,AR,2022-07-31 16:13:29,-31.732,-60.5238,70.57,49,1,3.76
555,Zhenhai,CN,2022-07-31 16:13:29,24.2582,118.0905,80.78,87,67,8.77
556,Kindu,CD,2022-07-31 16:13:29,-2.95,25.95,71.67,90,88,3.22
557,Kiruna,SE,2022-07-31 16:10:03,67.8557,20.2251,61.72,59,0,5.75
558,Praia Da Vitoria,PT,2022-07-31 16:13:30,38.7333,-27.0667,73.74,70,15,5.99
559,Pa Sang,TH,2022-07-31 16:14:30,18.5262,98.9394,83.01,52,100,1.14
560,Havelock,US,2022-07-31 16:14:30,34.8791,-76.9013,84.94,87,43,5.64
561,Vardo,NO,2022-07-31 16:14:31,70.3705,31.1107,53.58,100,100,4.61
562,Nalgonda,IN,2022-07-31 16:14:31,17.05,79.2667,84.99,71,100,5.66
563,Huarmey,PE,2022-07-31 16:14:31,-10.0681,-78.1522,66.25,74,60,8.48
564,Mount Barker,AU,2022-07-31 16:14:32,-35.0667,138.8667,48.11,94,4,9.28
565,Dingwall,GB,2022-07-31 16:14:32,57.5953,-4.4272,67.87,42,20,6.51
566,Paraje Nuevo,MX,2022-07-31 16:14:32,18.8708,-96.8667,78.53,67,17,4.14
567,Nagato,JP,2022-07-31 16:14:33,34.3833,131.2,81.5,80,92,22.59
568,Oga,IT,2022-07-31 16:14:33,46.4631,10.347,69.96,50,85,5.68
569,Barcelos,PT,2022-07-31 16:14:34,41.5388,-8.6151,100.92,31,4,10.25
570,Najran,SA,2022-07-31 16:14:34,17.4924,44.1277,86.5,40,98,12.66
571,Bengkulu,ID,2022-07-31 16:14:34,-3.8004,102.2655,76.48,90,81,3.89
572,Shitanjing,CN,2022-07-31 16:14:35,39.2342,106.3439,80.37,51,21,17.09
573,Luancheng,CN,2022-07-31 16:14:35,37.8792,114.6517,79.66,73,3,2.1
574,Japura,ID,2022-07-31 16:14:35,-0.3167,102.35,77.02,88,97,3.22
575,Wewak,PG,2022-07-31 16:14:36,-3.5534,143.6268,79.77,85,92,7.02
576,Brainerd,US,2022-07-31 16:14:36,46.358,-94.2008,73.65,68,0,18.41
577,Piacabucu,BR,2022-07-31 16:14:36,-10.4056,-36.4344,80.04,69,27,10.87
578,Kuching,MY,2022-07-31 16:14:37,1.55,110.3333,77.22,100,40,2.3
579,Askino,RU,2022-07-31 16:14:37,56.0901,56.5783,67.21,72,48,4.23
580,Magalia,US,2022-07-31 16:14:37,39.8121,-121.5783,83.12,48,81,1.99
581,Lityn,UA,2022-07-31 16:14:38,49.3251,28.0809,69.03,69,100,8.79
582,Iranduba,BR,2022-07-31 16:14:38,-3.2847,-60.1861,89.92,63,95,4.32
583,Kenai,US,2022-07-31 16:13:55,60.5544,-151.2583,57.29,92,75,5.75
584,Jaque,PA,2022-07-31 16:14:38,7.5175,-78.1703,82.42,80,100,7.9
585,Edmundston,CA,2022-07-31 16:12:30,47.3737,-68.3251,79.52,57,75,12.66
586,Chara,RU,2022-07-31 16:14:39,56.9064,118.2631,60.82,74,17,4.72
587,Mmathubudukwane,BW,2022-07-31 16:14:39,-24.6,26.4333,71.42,21,72,3.44
588,Ngama,TD,2022-07-31 16:14:40,11.7833,17.1667,84.79,59,100,6.58
589,Monrovia,LR,2022-07-31 16:14:40,6.3005,-10.7969,82.17,69,60,9.89
590,Zarautz,ES,2022-07-31 16:14:40,43.2844,-2.1699,79.74,71,22,6.91
